# index, meta, _pos
541,taw,"array([-25.82805404,  29.78372388])"
542,syngin,"array([-18.01097274,  27.7005632 ])"
543,salemioche,"array([-13.0818826 ,  10.89451291])"
544,calum,"array([-26.9381446 ,  28.64664302])"
545,naba,"array([-27.20040673,  18.73742502])"
546,drake,"array([-22.54237552,  25.25434803])"
547,jtjm,"array([-33.91910647,  31.05528836])"
548,val,"array([-24.0552766 ,  31.43184149])"
549,skh,"array([-12.18306212,  43.74645491])"
550,katie,"array([ 4.00033762, 43.26574432])"
551,follower,"array([-47.52846933,  31.06219423])"
552,dgh,"array([-26.05102208,  22.94483368])"
553,techt,"array([-30.65931943,  69.93583092])"
554,xiphmont,"array([-22.1652647 ,  46.51651464])"
555,kahlage,"array([-34.32835695,  45.5870356 ])"
556,flomo855,"array([ 3.53192361, 64.87097665])"
557,mwimer,"array([-5.84666067, 48.95381697])"
558,whois,"array([-5.38389507, 66.92541305])"
559,Acki,"array([ 0.89946682, 61.66398982])"
560,gert,"array([-18.23293609,  45.47082959])"
561,rse,"array([-22.97091516,  46.6366705 ])"
562,thrase,"array([-36.05599367,  55.96360718])"
563,jamesm,"array([-43.52385414,  46.5657555 ])"
564,elj,"array([-46.49916067,  55.83499646])"
565,abeferlman,"array([-62.46673377, 416.15148289])"
566,ldss,"array([-183.46780294, -314.07566041])"
567,ashley,"array([ 4.49673622, 74.88774152])"
568,Uruk,"array([-12.4513912 ,  51.49702969])"
569,pehranderson,"array([-12.25922615,  68.69030678])"
570,billionaire,"array([-70.08228913,  75.28223726])"
571,benadida,"array([-46.55766225,  52.60147768])"
572,superpete,"array([-26.95556659,  53.2308586 ])"
573,bribass,"array([-16.2169282 ,  39.50497441])"
574,jfrisby,"array([-16.42189152,  57.82847019])"
575,cdegroot,"array([-26.86138963,  49.55771392])"
576,DV,"array([-30.78779578,  33.02353927])"
577,claudio,"array([-25.0631008 ,  31.05381414])"
578,manu,"array([-26.80675551,  43.22745918])"
579,welisc,"array([-38.04432313,  49.04124431])"
580,adubey,"array([-35.5075217 ,  49.63402611])"
581,jLoki,"array([-28.30706669,  45.42521814])"
582,chakie,"array([-31.18331623,  34.16565939])"
583,lilo,"array([-22.61900059,  38.20141554])"
584,timcw,"array([-44.14612057,  56.98738538])"
585,jbowman,"array([-27.31581495,  41.8309312 ])"
586,mishan,"array([-26.77718404,  38.62519696])"
587,thom,"array([-33.34754668,  34.73600148])"
588,dchapes,"array([-28.52116194,  51.31857092])"
589,pelleb,"array([-39.51474754,  56.89196428])"
590,krftkndl,"array([-28.96320888,  52.43644548])"
591,futility,"array([-46.77205642,  44.85804421])"
592,jao,"array([-33.19431677,  36.49995003])"
593,wardv,"array([-30.18012209,  35.3985952 ])"
594,drc,"array([-22.82102675,  31.72188776])"
595,alexr,"array([-25.46652807,  42.77761647])"
596,lerdsuwa,"array([-36.32026405,  32.37171613])"
597,highgeek,"array([-33.59682606,  50.4527668 ])"
598,Ilan,"array([-34.67247127,  39.30797338])"
599,NuniaBiz,"array([-57.11667612,  70.09446846])"
600,gt3,"array([-45.48411467,  41.91385293])"
601,opticnoise,"array([-54.68089937,  43.84137417])"
602,stevej,"array([-41.17547704,  42.95141231])"
603,neurogato,"array([-45.68582183,  43.28969823])"
604,ringbark,"array([-37.14118919,  38.60343593])"
605,MartBrooks,"array([-44.63956966,  43.86398687])"
606,uleonhardt,"array([-48.38401534,  56.39387389])"
607,wow,"array([-60.36643346,  37.21923423])"
608,jmoore,"array([-33.54432343,  58.07205281])"
609,ncm,"array([-44.27730938,  27.16184943])"
610,slm,"array([-55.31263499,  59.82167194])"
611,Miod,"array([-40.22866998,  39.24291538])"
612,gary,"array([-39.89416779,  34.01522235])"
613,cmiller,"array([-34.44110621,  38.37583237])"
614,sjanes71,"array([-28.34872297,  25.37866478])"
615,djur,"array([-66.97540601,  59.35034372])"
616,amars,"array([-40.3527698 ,  31.44411424])"
617,ruda,"array([-24.72551551,  24.02595661])"
618,minami,"array([-22.56712306,  24.26059577])"
619,RossBurton,"array([-34.38645256,  26.59667327])"
620,aleksey,"array([-52.41094991,  38.49746829])"
621,slok,"array([-56.92746976,  50.11669714])"
622,LotR,"array([-30.63286002,  40.84232893])"
623,edd,"array([-39.66828281,  37.26630199])"
624,salmoni,"array([-44.51636048,  24.01254605])"
625,Judas,"array([-56.45080729,  42.95785725])"
626,vdv,"array([-42.74617253,  40.81895872])"
627,msa,"array([-53.45375224,  33.58809872])"
628,connolly,"array([-46.20145725,  36.79764839])"
629,bgeiger,"array([-37.71450118,  33.0221453 ])"
630,Phoon,"array([-32.0642128 ,  39.28652689])"
631,mulix,"array([-35.25809285,  26.97978685])"
632,aleix,"array([-33.66385118,  32.20389733])"
633,richdawe,"array([-42.50733822,  26.20257442])"
634,Mort666,"array([-60.24098793,  65.55137337])"
635,tclark,"array([-29.66109659,  40.85358394])"
636,jhylton,"array([-39.24998871,  47.55255419])"
637,Iain,"array([-23.39457638,  38.28522844])"
638,wli,"array([-31.1558848 ,  28.07197868])"
639,jimjag,"array([-35.06071295,  52.49698513])"
640,TordJ,"array([-22.22832306,  42.75164738])"
641,werner,"array([-25.65433392,  38.03252571])"
642,kojima,"array([-19.91265516,  29.27565729])"
643,bkuhn,"array([-29.96955748,  33.23599208])"
644,clahey,"array([-20.96868922,  32.17424907])"
645,Guillaume,"array([-30.33304562,  32.39654011])"
646,jkh,"array([-27.13015123,  50.38065173])"
647,jgg,"array([-18.02481118,  35.98762992])"
648,jg,"array([-25.00332045,  39.09615199])"
649,jenglish,"array([-28.21389687,  31.88894021])"
650,elise,"array([-22.76537379,  45.8143428 ])"
651,eivind,"array([-22.51025715,  53.00628658])"
652,behdad,"array([-27.56023162,  25.32089167])"
653,Anthony,"array([-36.91155053,  26.63542679])"
654,jonb,"array([-44.68420201,  42.06296897])"
655,knghtbrd,"array([-17.09510435,  38.38118866])"
656,topher,"array([-40.74161763,  48.2706335 ])"
657,chromatic,"array([-33.38538438,  45.41385793])"
658,nik,"array([-27.14384639,  51.36394193])"
659,jameskay,"array([-56.80436519,  -1.53555342])"
660,Scotbuff,"array([-54.48913815,   6.82914554])"
661,jarcas,"array([-401.50660217,  -80.09344486])"
662,rubiojr,"array([-405.77951784,  -78.64823633])"
663,arukala,"array([312.69496402, 176.64904226])"
664,amunix,"array([-149.91832471, -260.46811912])"
665,mael,"array([-37.89513704,  22.79895432])"
666,jfoster,"array([-17.43367556,  17.66416027])"
667,Aiken,"array([-29.53321821,  27.76758911])"
668,blume,"array([-47.39033915,  37.21295506])"
669,danwang,"array([-53.35504861,  30.23266483])"
670,macana,"array([-25.45706615,   7.04007947])"
671,jjamor,"array([-21.41329191,  11.07891001])"
672,olea,"array([-24.9489035 ,  21.07690779])"
673,jfs,"array([-23.40104903,  26.37904225])"
674,danguer,"array([-31.09827598,  14.48814346])"
675,malon,"array([-29.56447839,  38.23017202])"
676,strlen,"array([-16.51575102,  44.0906886 ])"
677,strider,"array([-28.22522194,  21.96298446])"
678,SIrabbi,"array([-37.66298164,  54.77798359])"
679,sand,"array([-33.89821071,  33.9770429 ])"
680,asuffield,"array([-17.64049522,  25.57791569])"
681,alfons,"array([-34.24693527,  12.62129186])"
682,ariya,"array([-34.40406507,  27.52038841])"
683,mahadir,"array([-320.14632811,  243.04076254])"
684,sharyanto,"array([-37.08968035,  -7.36945642])"
685,markandre,"array([-63.42270002,  12.17168205])"
686,racergirl101,"array([246.9736548 , 173.82541097])"
687,yakob,"array([ 225.56188717, -263.80611501])"
688,bmclain,"array([-21.6414197 , 376.30813173])"
689,richardted,"array([175.63370343, 283.02966881])"
690,sika,"array([180.1319403 , 282.97248497])"
691,fhars,"array([-266.79778625,  290.20850195])"
692,FrenchTouch,"array([291.78606018,  90.6262753 ])"
693,sussman,"array([-39.87180656,  45.82610206])"
694,jimb,"array([-29.73149437,  41.75353226])"
695,kfogel,"array([-37.42766939,  40.71758197])"
696,fitz,"array([-30.91162411,  54.8415572 ])"
697,lefty,"array([-25.33986862,  59.86670927])"
698,dorward,"array([-50.76183792,  31.10989179])"
699,abram,"array([-74.54252859,  45.46913176])"
700,apenwarr,"array([-30.74247669,  28.9022606 ])"
701,privard,"array([-18.12303263,  59.10599651])"
702,zeevon,"array([-28.68556321,  40.64488525])"
703,Janus,"array([-30.16419682,  55.60953927])"
704,kmcmartin,"array([-22.23111151,  39.70106982])"
705,eopadoan,"array([-34.34219862,  25.68469893])"
706,rootsh,"array([-26.77541789,   6.87252333])"
707,Akira,"array([-42.62947084,  23.99212136])"
708,ebassi,"array([-32.71042486,  17.56243753])"
709,Ward,"array([-34.06727346,  53.14573212])"
710,hub,"array([-34.50641179,  31.33200605])"
711,gman,"array([-29.35321146,  30.34847829])"
712,natfriedman,"array([-13.60075379,  19.48181131])"
713,Fyodor,"array([-26.53461073,  36.84457785])"
714,mjg59,"array([-34.99247775,  20.15392545])"
715,mako,"array([-32.22459543,  24.23750264])"
716,rml,"array([-29.07551552,  26.02684303])"
717,Jordi,"array([-25.73363547,  26.06232202])"
718,federico,"array([-23.00911151,  30.28919685])"
719,niemeyer,"array([-24.95817769,  22.53135483])"
720,lucasr,"array([-28.54999014,  21.08261727])"
721,Senra,"array([-35.3611587,  24.2213141])"
722,avassalotti,"array([-46.30114296,  13.61857706])"
723,ianb,"array([-46.10167088,  47.19871552])"
724,brain,"array([-18.77614861,  13.33374248])"
725,GabrielOPadoan,"array([-38.66523076,   0.07160425])"
726,pvanhoof,"array([-33.23323217,  22.597323  ])"
727,jdahlin,"array([-30.20257835,  19.69010211])"
728,dalke,"array([-34.30129535,  51.15569228])"
729,hussaibi,"array([-5.28059256, -3.9245058 ])"
730,bibus,"array([312.95424396, 201.84397299])"
731,nsh,"array([335.01237273, 143.2444671 ])"
732,brianmckeever,"array([223.7635033 , 310.64308619])"
733,CentralScrutinizer,"array([-12.08669871,  42.34299283])"
734,martin,"array([-19.52000661,  32.26483022])"
735,joey,"array([-20.29502067,  36.24407585])"
736,graydon,"array([-29.4215268 ,  33.88857097])"
737,dhd,"array([-18.58747456,  38.69966287])"
738,wichert,"array([-19.66455518,  35.35203295])"
739,omnic,"array([-16.13921085,  35.66199101])"
740,espy,"array([-16.42281518,  34.79863089])"
741,couvares,"array([-4.9320803 , 80.16980935])"
742,argent,"array([-22.8725383 ,  51.47375678])"
743,Zonker,"array([12.74270981, 15.77833114])"
744,tsavage,"array([-53.35894223,  76.61850233])"
745,grog,"array([-25.27572963,  49.19914752])"
746,phk,"array([-24.18695694,  52.34036223])"
747,msmith,"array([-25.21130106,  58.78911058])"
748,peter,"array([-24.78032563,  53.45198781])"
749,jimd,"array([-17.92944662,  42.15399238])"
750,hacker,"array([-32.97497417,  40.44597175])"
751,skinhead,"array([23.09259874, 47.19557007])"
752,jmecham,"array([-10.03025049,  44.76308335])"
753,daddyreno,"array([319.47043487, 188.37450523])"
754,jchen,"array([-219.20947519, -219.0689553 ])"
755,danielsan,"array([-131.87842941, -341.12636207])"
756,Mulad,"array([-33.31793637,  43.03438813])"
757,dieman,"array([-25.02626652,  32.29762541])"
758,gnuchris,"array([-19.6832767 ,  53.30306971])"
759,rachel,"array([-32.07313184,  43.82161088])"
760,gigamatt,"array([-60.575995 ,  69.2274636])"
761,robey,"array([-37.17338732,  43.51526919])"
762,scameron,"array([-56.37727544,  51.1455454 ])"
763,wsanchez,"array([-30.18683569,  51.61359011])"
764,Blackthorn,"array([  20.67544519, -353.68694514])"
765,niksilver,"array([-50.72321363,  45.90847693])"
766,CryoBob,"array([-51.24019403,  51.6871495 ])"
767,mchirico,"array([-44.33424412,  26.17498075])"
768,anirban,"array([-51.36552649,  13.85851483])"
769,jimw,"array([-33.44698342,  47.31481101])"
770,defiance,"array([-57.35687797,  17.49739245])"
771,derupe,"array([-38.8624253 ,  35.27694413])"
772,johnnyb,"array([-38.16822883,  38.10746242])"
773,cinamod,"array([-31.61893507,  27.48487776])"
774,Grit,"array([-38.34651389,  29.25024917])"
775,MichaelCrawford,"array([-44.59411669,  34.92164103])"
776,sashako,"array([-38.4370381,  17.6907969])"
777,marnanel,"array([-42.33697635,  29.33924381])"
778,wingo,"array([-38.66664689,  23.47307539])"
779,Uraeus,"array([-30.99590706,  25.88210423])"
780,robogato,"array([-56.73460443,  18.67541856])"
781,dag,"array([-29.54596491,  11.6132462 ])"
782,jeremy,"array([-24.58361234,  46.32448211])"
783,Skud,"array([-24.75857726,  47.33423347])"
784,rkrishnan,"array([-32.75313868,  29.82017673])"
785,cjwatson,"array([-30.07499126,  27.06989796])"
786,greve,"array([-24.65116386,  29.75237136])"
787,atai,"array([-38.79639355,  32.71205821])"
788,srivasta,"array([-18.12643815,  32.60150138])"
789,psg,"array([-14.57350202,  30.97891981])"
790,mathieu,"array([-25.95029082,  35.57739296])"
791,ajt,"array([-24.48200824,  37.6248681 ])"
792,sdodji,"array([-37.31731753,  30.13973064])"
793,vivekv,"array([-42.76037848,  27.32870809])"
794,logic,"array([-31.18048047,  41.74183837])"
795,achitnis,"array([-27.30508651,  17.42660179])"
796,ole,"array([-18.81408043,  37.24660376])"
797,dpatel,"array([-37.45203369,  -5.21800016])"
798,sri,"array([-33.56244968,  21.8345146 ])"
799,RobinS,"array([-33.13972082,  44.60841339])"
800,davidw,"array([-23.76874947,  37.47667731])"
801,etbe,"array([-26.65596955,  29.76471828])"
802,scjody,"array([-42.32299401,  44.80720341])"
803,bratsche,"array([-27.78357384,  33.75035537])"
804,ianmacd,"array([-26.02784306,  38.69998998])"
805,Cardinal,"array([-33.33466718,  41.16735773])"
806,fejj,"array([-24.19643607,  33.87206511])"
807,arvind,"array([-38.8925982,  21.2122619])"
808,dalinian,"array([-34.35603908,  37.651049  ])"
809,nullity,"array([-24.12117951,  35.2637254 ])"
810,roshan,"array([-24.33813552,  18.98599584])"
811,Chicago,"array([-43.88116594,  31.46533508])"
812,tromey,"array([-36.84121835,  25.5434113 ])"
813,Deepa,"array([-49.42799122,  15.43251595])"
814,jaldhar,"array([-39.73616995,  17.28962722])"
815,lightmonk,"array([-342.25738445,  -28.0224974 ])"
816,dooykung,"array([-198.16891361,  362.86653907])"
817,aafuss,"array([-187.80921617, -272.51888944])"
818,DeepNorth,"array([-54.23509658,  31.1121616 ])"
819,RichardA,"array([-58.91723336,  30.69452127])"
820,DNAGuy,"array([-19.8092257,  86.1345955])"
821,ian,"array([-27.90227407,  53.25176713])"
822,robota,"array([-362.8162561,  129.0909808])"
823,pretender,"array([-7.91647565, 39.45592856])"
824,kaig,"array([-21.0562413,  43.867166 ])"
825,wmperry,"array([-17.04008748,  44.94010833])"
826,jsh,"array([-25.1894749 ,  35.12493233])"
827,afruss,"array([-313.9092639 ,  332.43532624])"
828,Radagast,"array([-18.13876171,  40.41491246])"
829,murrayc,"array([-29.53602011,  32.66852092])"
830,whatever,"array([-19.13398652,  46.38798397])"
831,jrami,"array([-255.57406635,  282.27932719])"
832,nick,"array([-11.54892019,  40.13630915])"
833,calc,"array([-10.79828721,  37.21455733])"
834,tausq,"array([-15.28807599,  35.68532494])"
835,jwalther,"array([-18.16975225,  46.19527747])"
836,Joy,"array([-18.73167528,  34.19199231])"
837,brian252,"array([30.78181281, 49.1884892 ])"
838,zakk,"array([-371.09816796,    9.33803423])"
839,crudman,"array([-28.92632982,  29.60331942])"
840,ErikLevy,"array([-28.45185567,  43.9586953 ])"
841,trebinor,"array([-22.81150019,  20.88789233])"
842,katzj,"array([-22.66485624,  27.03694277])"
843,spot,"array([-26.59544977,  26.7409683 ])"
844,icemonk,"array([-16.53732829,  42.39651773])"
845,superant,"array([-37.57290078,  33.93084816])"
846,linux365,"array([182.64446583, 339.69675612])"
847,autarch,"array([-43.43844735,  63.57682365])"
848,Spoon,"array([-44.72884388,  52.34424455])"
849,petdance,"array([-38.3382057 ,  51.30065757])"
850,IlyaM,"array([-42.43732033,  58.40469403])"
851,merlyn,"array([-32.44941618,  48.99083512])"
852,lalo,"array([-30.7374762 ,  36.88356583])"
853,gjbadros,"array([-18.22517948,  47.1679543 ])"
854,bcollins,"array([-17.19958444,  34.36883461])"
855,JHM,"array([-13.84130777,  33.97684254])"
856,Satan,"array([-16.72936719,  45.80349222])"
857,scandal,"array([-27.94076663,  43.33117586])"
858,bdale,"array([-19.45437362,  30.05008239])"
859,God,"array([-26.37363922,  44.08215529])"
860,efge,"array([-41.2297347 ,  39.56329285])"
861,fraggle,"array([-30.22734183,  20.99927953])"
862,claviola,"array([-22.22774573,  27.80356125])"
863,purcell,"array([-48.36652731,  42.20711336])"
864,ev,"array([-63.31471877,  45.54672026])"
865,abom,"array([-43.44682632,  70.6250547 ])"
866,po8,"array([-367.70811227, -147.97234549])"
867,kimptoc,"array([-19.7485265 ,  76.04016342])"
868,latchkey,"array([-34.46543014,  62.90965255])"
869,daveb,"array([-27.8737892 ,  71.69070435])"
870,suds,"array([-13.26319919,  95.50517794])"
871,rstevens,"array([-12.54012547,  41.23719723])"
872,rdl,"array([-26.21271812,  64.28524672])"
873,kogel,"array([115.62362202, 334.69802963])"
874,shaman33,"array([-42.05445789, -22.04530783])"
875,mikl,"array([-38.72081156,   8.03039472])"
876,jpayne,"array([-14.34759948,  46.28881555])"
877,scromp,"array([-19.02668225,  42.5362923 ])"
878,tobi,"array([-11.54004761,  53.89985359])"
879,ingvar,"array([-30.98057602,  43.31950242])"
880,jmm,"array([-18.65001718,  27.28755387])"
881,jlbec,"array([-18.08658175,  36.65940811])"
882,Simon,"array([-28.08109109,  48.81763666])"
883,dantrevino,"array([-408.52304478,  109.88330179])"
884,pusakat,"array([-35.16486737,  26.14031129])"
885,jennv,"array([-19.59758577,  44.95894163])"
886,dancer,"array([-22.27495681,  49.60153948])"
887,goingware,"array([-40.77019864,  40.46713577])"
888,TypeRite,"array([-47.0754867 ,  16.22791799])"
889,bytesplit,"array([-39.33374371,  34.56608335])"
890,fallenlord,"array([-34.24024955,  22.48114448])"
891,dobey,"array([-32.33270037,  25.38689416])"
892,dmerrill,"array([-31.30261016,  33.47658102])"
893,sachac,"array([-36.3125355 ,   5.39987198])"
894,enigma,"array([-30.14339734,  62.41988962])"
895,analogue,"array([-32.86337612,  73.08720573])"
896,pcolijn,"array([-40.69695263,  25.62799874])"
897,wlach,"array([-36.97428492,  27.77524679])"
898,JoeNotCharles,"array([-41.24120954,  21.16613456])"
899,saul,"array([-36.8477621 ,  35.35233689])"
900,andrewmp,"array([-44.91986826,  17.41247102])"
901,dcoombs,"array([-39.67496444,  23.14848213])"
902,ppatters,"array([-43.01374794,  18.5472483 ])"
903,pphaneuf,"array([-37.93585431,  32.1412966 ])"
904,sfllaw,"array([-33.04323314,  20.24026246])"
905,barf,"array([15.694692  , 16.29059436])"
906,mbit,"array([-6.17795638, 23.2541146 ])"
907,Daneel,"array([-6.2648536 , 29.26422661])"
908,ttonino,"array([16.57940099,  4.02026299])"
909,rlk,"array([-8.61915411, 21.34218307])"
910,fair,"array([-31.07625205,  53.84851604])"
911,yakk,"array([-30.75642416,  38.51989155])"
912,Arlo,"array([-22.63723175,  40.42911235])"
913,barryp,"array([-37.58716889,  46.89586679])"
914,eskil,"array([-24.1944361,  38.6298328])"
915,jef,"array([-22.12217059,  51.17196104])"
916,abg,"array([-37.02111145,  37.04712863])"
917,Ankh,"array([-35.72427501,  42.38527076])"
918,criswell,"array([-35.2811479 ,  39.54498508])"
919,klevin,"array([-22.66071101,  48.41354835])"
920,aftyde,"array([-24.9777722 ,  43.89592761])"
921,async,"array([-35.94087488,  38.24831491])"
